source_file,account_path,name,enabled,type,action,target_folder,condition,conditions_count,fields,operators
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: gines@jgpsl.com,yes,17,Move to folder,FERREVERA,"AND (from,is,gines@jgpsl.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: BCNEXPEDICIONES@FEYC.ES,yes,17,Move to folder,RODAMIENTOS FEYC,"AND (from,is,BCNEXPEDICIONES@FEYC.ES)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: nita@delinmitel.com,yes,17,Move to folder,DELINMITEL,"AND (from,is,nita@delinmitel.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@euromaquinas.com,yes,17,Move to folder,EUROMAQUINARIAS HISPANIDAD,"AND (from,is,administracion@euromaquinas.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: hogar1@poessa.com,yes,17,Move to folder,POESSA,"AND (from,is,hogar1@poessa.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: info@dogaparts.es,yes,17,Move to folder,DOGA,"OR (from,is,info@dogaparts.es) OR (from,ends with,@dogaparts.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: mecavera@mecavera.redpeugeot.com,yes,17,Move to folder,MECAVERA,"AND (from,is,mecavera@mecavera.redpeugeot.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: admon@carpriss.com,yes,17,Move to folder,CARPRISS,"OR (from,is,admon@carpriss.com) OR (from,ends with,@carpriss.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@samoaindustrial.com,yes,17,Move to folder,SAMOA,"AND (from,is,facturacion@samoaindustrial.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: Administracion@multirecambioshm.com,yes,273,Move to folder,MULTIRECAMBIOS HM,"OR (from,is,Administracion@multirecambioshm.com) OR (from,ends with,@multirecambioshm.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@recambiosasiaticos.com,yes,17,Move to folder,RECAMBIOS ASIATICOS,"OR (from,is,facturacion@recambiosasiaticos.com) OR (from,ends with,@recambiosasiaticos.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@febestiberica.com,yes,17,Move to folder,FEBEST - RUMBO NORTE,"AND (from,is,administracion@febestiberica.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: escribano@pinchazosvargas.com,yes,17,Move to folder,PINCHAZOS VARGAS,"AND (from,is,escribano@pinchazosvargas.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: autosys@henkel.com,yes,17,Move to folder,HENKEL,"OR (from,is,autosys@henkel.com) OR (from,ends with,@henkel.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pedidos.tork@essity.com,yes,17,Move to folder,ESSITY - TORK,"AND (from,is,pedidos.tork@essity.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,COMPRAS VARIAS,yes,273,Move to folder,COMPRAS VARIAS,"OR (from,is,info@42kshop.com) OR (from,is,pedidos@pccomponentes.com) OR (from,is,noreply@pccomponentes.com) OR (from,ends with,@pccomponentes.com) OR (from,is,verametal2015@gmail.com) OR (subject,contains,PcComponentes)",6,from;subject,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: lydia.bartolome@euromaster.com,yes,17,Move to folder,EUROMASTER,"OR (from,is,lydia.bartolome@euromaster.com) OR (from,ends with,@euromaster.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: portal@rema-tiptop.es,yes,17,Move to folder,Trash/TIP-TOP,"AND (from,is,portal@rema-tiptop.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: ecommerce@rema-tiptop.es,yes,337,Move to folder,Trash/TIP-TOP,"OR (from,is,ecommerce@rema-tiptop.es) OR (from,is,portal@rema-tiptop.es) OR (from,is,facturacion@rema-tiptop.es) OR (from,ends with,@rema-tiptop.es)",4,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: n.mihai@kyb-europe.com,yes,17,Move to folder,KYB,"OR (from,is,n.mihai@kyb-europe.com) OR (from,ends with,kyb-europe.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: duerto@duerto.com,yes,17,Move to folder,DUERTO,"AND (from,is,duerto@duerto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: iliana.el.youjili@continental.com,yes,17,Move to folder,CONTINENTAL CORREAS,"OR (from,is,iliana.el.youjili@continental.com) OR (from,ends with,@continental.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: contact@mecafilter-info.com,yes,17,Move to folder,MECAFILTER,"AND (from,is,contact@mecafilter-info.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: comercial@transmisiones-cardiberica.com,yes,17,Move to folder,CARDIBERICA,"AND (from,is,comercial@transmisiones-cardiberica.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@iparlux.es,yes,17,Move to folder,IPARLUX,"AND (from,is,facturacion@iparlux.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: BremboDispatcher@lutech.it,yes,337,Move to folder,BREMBO,"OR (from,is,BremboDispatcher@lutech.it) OR (from,is,JoseAntonio_Bailo@brembo.es) OR (from,ends with,@brembo.es)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: e-invoicing@ptg.contitech.de,yes,17,Move to folder,CONTINENTAL CORREAS,"AND (from,is,e-invoicing@ptg.contitech.de)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@meat-doria.es,yes,17,Move to folder,MEAT-DORIA,"OR (from,is,administracion@meat-doria.es) OR (from,is,facturacion@meat-doria.es) OR (from,ends with,@meat-doria.es)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,noreply@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: barralautofordcoslada@gmail.com,yes,17,Move to folder,BARRAL AUTO,"AND (from,is,barralautofordcoslada@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@rolmovil.net,yes,17,Move to folder,POOL LINE,"OR (from,is,administracion@rolmovil.net) OR (from,is,pedidos@pool-line.com) OR (from,ends with,@pool-line.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: admin@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,admin@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: talleres.automecanica-albox@rediveco.com,yes,17,Move to folder,AUTOMECANICA ALBOX TURISMO,"AND (from,is,talleres.automecanica-albox@rediveco.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pedidos2@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,pedidos2@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: infoenvios@mail.seur.info,yes,17,Move to folder,SEUR,"AND (from,is,infoenvios@mail.seur.info)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: almacenlucena@gmail.com,yes,337,Move to folder,NEUMATICOS LUCENA,"OR (from,is,almacenlucena@gmail.com) OR (from,is,administracion@neumaticoslucena.com) OR (from,is,neumaticoslucenasl@gmail.com) OR (from,ends with,@neumaticoslucena.com)",4,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: marta.buceta@contitech.es,yes,337,Move to folder,CONTINENTAL CORREAS,"OR (from,is,marta.buceta@contitech.es) OR (from,ends with,@contitech.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: gachino@algogroup.net,yes,273,Move to folder,ALGO GROUP,"OR (from,is,gachino@algogroup.net) OR (from,ends with,@algogroup.net)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: @asysum.com,yes,17,Move to folder,ASYSUM,"AND (from,contains,@asysum.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: facturacion@serca.es,yes,273,Move to folder,SERCA FACTURACION,"OR (from,contains,facturacion@serca.es) OR (from,contains,eduard.calpe@serca.es) OR (from,contains,proveedores@serca.es) OR (from,contains,sergio.gonzalez@serca.es) OR (subject,contains,VETURILO)",5,from;subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturas@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS,"AND (from,is,facturas@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@toprecambios.com,yes,273,Move to folder,TOP RECAMBIOS,"AND (from,is,facturacion@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: atencionalcliente@pulpiautomocion.com,yes,17,Move to folder,PULPI AUTOMOCION,"AND (from,is,atencionalcliente@pulpiautomocion.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: harrywalker@harrywalker.net,yes,17,Move to folder,HARRY WALKER RODAMIENTOS,"AND (from,is,harrywalker@harrywalker.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: adm.spj@spj.es,yes,17,Move to folder,SPJ0f44851e,"AND (from,is,adm.spj@spj.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @htlubricantoils.com,yes,17,Move to folder,HTLO LUBRICANTES,"AND (from,ends with,@htlubricantoils.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacionferrevera@gmail.com,yes,17,Move to folder,FERREVERA,"AND (from,is,facturacionferrevera@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@rztools.com,yes,17,Move to folder,RZTOOLS,"AND (from,is,administracion@rztools.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion.almeria@seur.net,yes,17,Move to folder,SEUR,"AND (from,is,facturacion.almeria@seur.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: erp@cecauto.com,yes,17,Move to folder,CECAUTO,"AND (from,is,erp@cecauto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: elisa.franceschini@airtopitalia.eu,yes,17,Move to folder,AIRTOP ITALIA,"AND (from,is,elisa.franceschini@airtopitalia.eu)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: es.prometeon.i.sdd@prometeon.com,yes,17,Move to folder,PROMETEON,"AND (from,ends with,@prometeon.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @ams-osram.com,yes,273,Move to folder,OSRAM,"OR (from,ends with,@ams-osram.com) OR (from,ends with,@osram.com)",2,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: sonia@amolux.net,yes,17,Move to folder,AMOLUX,"AND (from,is,sonia@amolux.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: nissens@nissens.com,yes,17,Move to folder,NISSENS,"AND (from,is,nissens@nissens.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: @danazaragoza.com,yes,273,Move to folder,DANA AUTOMOCION,"OR (from,is,facturacion@danazaragoza.com) OR (from,ends with,@dana.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: Facturacion@barralauto.com,yes,273,Move to folder,BARRAL AUTO,"OR (from,is,Facturacion@barralauto.com) OR (subject,contains,barral auto) OR (from,contains,barral auto)",3,from;subject,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @as-sl.com,yes,17,Move to folder,AS,"AND (from,ends with,@as-sl.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: sash@lubricantes-sash.com,yes,17,Move to folder,ACEITES Y LUBRICANTES SASH,"AND (from,ends with,@lubricantes-sash.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@alcaner.com,yes,17,Move to folder,ALCANER 2000,"AND (from,is,facturacion@alcaner.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: javi@liv-indurain.com,yes,17,Move to folder,PRODUCTOS LIV610ec48b,"AND (from,ends with,@liv-indurain.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@nex.es,yes,17,Move to folder,NEX TYRES,"AND (from,is,noreply@nex.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: grupo@holyauto.com,yes,17,Move to folder,HOLY AUTO,"AND (from,is,grupo@holyauto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: m.gonzalez@eaclima.es,yes,17,Move to folder,EACLIMA,"AND (from,is,m.gonzalez@eaclima.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: ecommerce2.aarm@dk.bosch.com,yes,17,Move to folder,HC-CARGO,"AND (from,is,ecommerce2.aarm@dk.bosch.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: mailer_sap@ajusa.es,yes,17,Move to folder,AJUSA,"AND (from,is,mailer_sap@ajusa.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: totalenergies,yes,273,Move to folder,TOTAL,"AND (from,contains,totalenergies)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: goyra@ofiexperts.es,yes,17,Move to folder,GOYRA,"OR (from,is,goyra@ofiexperts.es) OR (from,is,goyraofii@gmail.com)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: lucia@ceapi.es,yes,17,Move to folder,CEAPI,"AND (from,is,lucia@ceapi.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: atencionalcliente@ita-rotomatic.com,yes,17,Move to folder,ITA-ROTOMATIC,"OR (from,is,atencionalcliente@ita-rotomatic.com) OR (from,ends with,ita-rotomatic.com) OR (from,ends with,oficinaitarotomatic@gmail.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@amosan.es,yes,17,Move to folder,AMOSAN,"AND (from,is,administracion@amosan.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: admin@msmc.es,yes,17,Move to folder,MSMC4f5fc55b,"AND (from,is,admin@msmc.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacioncartes@grupocartes.es,yes,17,Move to folder,FILTROS CARTES,"AND (from,is,facturacioncartes@grupocartes.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: contabilidad@pemebla.com,yes,17,Move to folder,PEMEBLA,"AND (from,is,contabilidad@pemebla.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: efactura@exclusivasbcn.com,yes,17,Move to folder,EXCLUSIVAS BCN,"AND (from,is,efactura@exclusivasbcn.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: BremboDispatcher@DISC.it,yes,17,Move to folder,BREMBO,"AND (from,is,BremboDispatcher@DISC.it)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: marta@exclusivasbcn.com,yes,337,Move to folder,EXCLUSIVAS BCN,"AND (from,is,marta@exclusivasbcn.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracio@jbmcamp.com,yes,17,Move to folder,JBM,"AND (from,is,administracio@jbmcamp.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: contabilidad@fare-auto.com,yes,337,Move to folder,FARE,"AND (from,is,contabilidad@fare-auto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pedidos@acps-automotive.com,yes,17,Move to folder,ACPS AUTOMOTIVE,"OR (from,is,pedidos@acps-automotive.com) OR (from,is,javier.lorenzo@acps-automotive.com) OR (from,ends with,@acps-automotive.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: optimal@optimal-spain.com,yes,337,Move to folder,OPTIMAL,"OR (from,is,optimal@optimal-spain.com) OR (from,is,xavi@optimal-spain.com) OR (from,ends with,@optimal-spain.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: r.delgado@kyb-europe.com,yes,17,Move to folder,KYB,"AND (from,is,r.delgado@kyb-europe.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: m.gonzalez@teasa.net,yes,337,Move to folder,EACLIMA,"AND (from,is,m.gonzalez@teasa.net)",1,from,is
